Category,Series Name,Series Code,Attribution
Education,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,-0.008157604
Poverty,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,-0.008169901
Financial Sector,"Listed domestic companies, total",CM.MKT.LDOM.NO,-0.008194597
Social Development,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,-0.008235848
Environment,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,-0.008243049
Private Sector,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,-0.008278578
Health,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,-0.008280874
Health,"People using safely managed sanitation services, urban  (% of urban population)",SH.STA.SMSS.UR.ZS,-0.008297855
Health,"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,-0.008304715
Gender,"Population ages 60-64, female",SP.POP.6064.FE,-0.008308371
Economy & Growth,"Services, value added per worker (constant 2015 US$)",NV.SRV.EMPL.KD,-0.008320326
Private Sector,"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS,-0.008326311
Public Sector,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,-0.008343419
Health,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,-0.008373698
Environment,Arable land (% of land area),AG.LND.ARBL.ZS,-0.008478184
Gender,"Age population, age 21, female, interpolated",SP.POP.AG21.FE.IN,-0.008478305
Gender,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,-0.008486176
Gender,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,-0.008501737
Social Development,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,-0.008522499
Financial Sector,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,-0.008553376
Social Development,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,-0.008588119
Public Sector,Battle-related deaths (number of people),VC.BTL.DETH,-0.008614682
Gender,"Population ages 10-14, male",SP.POP.1014.MA,-0.008637678
Gender,"Age population, age 21, male, interpolated",SP.POP.AG21.MA.IN,-0.008765249
Financial Sector,Monetary Sector credit to private sector (% GDP),FM.AST.PRVT.GD.ZS,-0.008816436
Infrastructure,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,-0.008826695
Economy & Growth,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,-0.00883543
Health,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",SH.STA.AIRP.FE.P5,-0.008836318
Gender,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,-0.00885017
Education,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,-0.008904295
External Debt,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,-0.008997386
Environment,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,-0.009000404
Climate Change,Cereal yield (kg per hectare),AG.YLD.CREL.KG,-0.009006978
Health,"Number of deaths ages 20-24 years, female",SH.DTH.2024.FE,-0.009190564
Private Sector,"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,-0.009247092
Health,"Probability of dying among children ages 5-9 years, female (per 1,000)",SH.DYN.0509.FE,-0.009256883
Environment,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,-0.009263636
Private Sector,Procedures to register property (number),IC.PRP.PROC,-0.009293753
Health,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",SH.DYN.NCOM.MA.ZS,-0.009301156
Environment,Agricultural land (% of land area),AG.LND.AGRI.ZS,-0.009416862
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,-0.009447338
Health,Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP1.ZS,-0.009472251
Financial Sector,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,-0.009495022
Poverty,"Multidimensional poverty headcount ratio, household (% of total households)",SI.POV.MDIM.HH,-0.009499525
Health,"Probability of dying among adolescents ages 10-14 years, male (per 1,000)",SH.DYN.1014.MA,-0.009599191
External Debt,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",DT.TDS.DPPG.XP.ZS,-0.009602604
Infrastructure,Secure Internet servers,IT.NET.SECR,-0.00963423
Health,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,-0.009664494
Health,Completeness of birth registration (%),SP.REG.BRTH.ZS,-0.009678546
Economy & Growth,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,-0.009729473
Private Sector,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,-0.009730383
Financial Sector,Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,-0.009765205
Gender,"Age population, age 17, female, interpolated",SP.POP.AG17.FE.IN,-0.009885281
Health,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,-0.009925359
Economy & Growth,"Food, beverages and tobacco (% of value added in manufacturing)",NV.MNF.FBTO.ZS.UN,-0.009928997
Gender,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,-0.009973629
Environment,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,-0.009983013
Health,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,-0.009985384
Energy & Mining,Time required to get electricity (days),IC.ELC.TIME,-0.009993072
Energy & Mining,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,-0.01000416
Private Sector,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,-0.010027004
Infrastructure,Public private partnerships investment in ICT (current US$),IE.PPN.ICTI.CD,-0.010085148
Social Development,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,-0.010109345
Environment,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,-0.010161533
Environment,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,-0.010189593
Health,"Number of under-five deaths, female",SH.DTH.MORT.FE,-0.010201238
Gender,"Age population, age 08, male, interpolated",SP.POP.AG08.MA.IN,-0.010301414
Health,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene, female (per 100,000 female population)",SH.STA.WASH.FE.P5,-0.010315201
Environment,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,-0.010382447
Gender,"Population ages 30-34, female",SP.POP.3034.FE,-0.010463461
Gender,Female primary school age children out-of-school (%),SE.LPV.PRIM.SD.FE,-0.010475233
Economy & Growth,Trade (% of GDP),NE.TRD.GNFS.ZS,-0.010495765
Environment,SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,-0.010516694
Health,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,-0.010533914
Environment,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,-0.010566807
Urban Development,Population in largest city,EN.URB.LCTY,-0.010658495
Economy & Growth,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,-0.010683042
Health,Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBPR.ZS,-0.010742167
Economy & Growth,"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD,-0.010770501
Financial Sector,"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK,-0.010802017
Environment,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,-0.010826516
Health,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,-0.010859541
Economy & Growth,Gross national expenditure (current US$),NE.DAB.TOTL.CD,-0.010886744
Economy & Growth,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,-0.010892399
Health,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,-0.010978467
Agriculture & Rural Development,Land under cereal production (hectares),AG.LND.CREL.HA,-0.01101205
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD,-0.011039761
Education,"Secondary education, duration (years)",SE.SEC.DURS,-0.011149815
Health,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,-0.011168819
External Debt,"Net financial flows, IMF nonconcessional (NFL, current US$)",DT.NFL.IMFN.CD,-0.011182606
Economy & Growth,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,-0.011244976
Health,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,-0.011246553
Environment,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,-0.011256991
Social Development,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,-0.011266609
Gender,"Children out of school, primary, female",SE.PRM.UNER.FE,-0.011325352
Health,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,-0.011362323
Education,"Trained teachers in secondary education, female (% of female teachers)",SE.SEC.TCAQ.FE.ZS,-0.011472945
External Debt,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,-0.011484015
Poverty,"Survey mean consumption or income per capita, total population (2017 PPP $ per day)",SI.SPR.PCAP,-0.011533418
Financial Sector,Net domestic credit (current LCU),FM.AST.DOMS.CN,-0.011551925
Private Sector,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,-0.011556827
Economy & Growth,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,-0.011633191
Gender,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,-0.011691481
Social Development,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,-0.011692295
Infrastructure,"Trademark applications, nonresident, by count",IP.TMK.NRCT,-0.011703379
Private Sector,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,-0.011759759
Private Sector,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,-0.011792709
Gender,"Population ages 25-29, male",SP.POP.2529.MA,-0.011915308
Infrastructure,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,-0.011958294
Gender,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,-0.011986738
Financial Sector,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,-0.01209892
Public Sector,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,-0.012104697
Public Sector,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,-0.012157929
Private Sector,Time required to obtain an operating license (days),IC.FRM.DURS,-0.01220247
Gender,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,-0.012225136
Social Development,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,-0.012225441
Financial Sector,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,-0.012301023
Energy & Mining,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,-0.012322824
Financial Sector,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,-0.012380284
Public Sector,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,-0.012419927
Education,Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS,-0.012434681
Financial Sector,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,-0.012446724
Private Sector,Average time to clear exports through customs (days),IC.CUS.DURS.EX,-0.012451806
Infrastructure,Fixed broadband subscriptions,IT.NET.BBND,-0.012478011
Economy & Growth,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,-0.012507154
Social Development,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,-0.01258029
Gender,"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,-0.012589475
Public Sector,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,-0.012630747
Gender,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,-0.012669109
Environment,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,-0.012676939
Economy & Growth,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,-0.012715625
Gender,"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN,-0.012720452
Financial Sector,Consumer price index (2010 = 100),FP.CPI.TOTL,-0.012721556
Economy & Growth,"Reserves and related items (BoP, current US$)",BN.RES.INCL.CD,-0.012783091
Social Development,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,-0.012840226
Environment,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,-0.012901637
Private Sector,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,-0.012902308
Economy & Growth,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,-0.012973622
Private Sector,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,-0.013006943
Health,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,-0.013013607
Social Development,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),per_sa_allsa.ben_q1_tot,-0.013054639
Social Development,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,-0.013065361
Private Sector,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),LP.LPI.LOGS.XQ,-0.013068556
Environment,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,-0.01310429
Health,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,-0.013111221
Social Development,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,-0.013141506
Environment,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,-0.013144273
Economy & Growth,"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD,-0.013182588
Social Development,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),per_allsp.ben_q1_tot,-0.013206594
Economy & Growth,Gross savings (% of GDP),NY.GNS.ICTR.ZS,-0.013208244
Education,Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14,SE.ENR.ORPH,-0.013219232
Education,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,-0.013250247
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,-0.013277326
Private Sector,Time to resolve insolvency (years),IC.ISV.DURS,-0.013287964
Health,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,-0.013312663
Health,UHC service coverage index,SH.UHC.SRVS.CV.XD,-0.013315464
Gender,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,-0.013335486
Private Sector,Firms that do not report all sales for tax purposes (% of firms),IC.FRM.INFM.ZS,-0.013364421
Private Sector,"Lead time to export, median case (days)",LP.EXP.DURS.MD,-0.013391028
Private Sector,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,-0.013457074
Education,"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS,-0.013466627
Public Sector,Regulatory Quality: Percentile Rank,RQ.PER.RNK,-0.013485677
Gender,"Population ages 00-04, male",SP.POP.0004.MA,-0.013489545
Public Sector,Regulatory Quality: Estimate,RQ.EST,-0.013540247
Gender,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,-0.01363717
Economy & Growth,Net secondary income (Net current transfers from abroad) (current US$),NY.TRF.NCTR.CD,-0.013702057
Gender,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,-0.013768489
External Debt,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,-0.013795372
Education,"Primary education, duration (years)",SE.PRM.DURS,-0.013851548
Gender,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,-0.01391317
Social Development,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),per_si_allsi.ben_q1_tot,-0.0140129
Gender,"Age population, age 18, male, interpolated",SP.POP.AG18.MA.IN,-0.014111315
Environment,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,-0.01412602
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,-0.014126653
Health,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,-0.01413804
Gender,"Age population, age 09, female, interpolated",SP.POP.AG09.FE.IN,-0.01426243
Public Sector,"Armed forces personnel, total",MS.MIL.TOTL.P1,-0.014354078
Private Sector,Time to prepare and pay taxes (hours),IC.TAX.DURS,-0.014358983
External Debt,"Net financial flows, IBRD (NFL, current US$)",DT.NFL.MIBR.CD,-0.014397267
Private Sector,Tax payments (number),IC.TAX.PAYM,-0.014427788
Gender,"Population ages 50-54, female",SP.POP.5054.FE,-0.014446305
Financial Sector,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-0.014466387
Private Sector,Time required to start a business (days),IC.REG.DURS,-0.014488117
Gender,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,-0.01457928
Gender,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,-0.014634399
Health,Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,-0.0146522
Agriculture & Rural Development,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,-0.014662537
Climate Change,Population growth (annual %),SP.POP.GROW,-0.014684625
Agriculture & Rural Development,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,-0.014768363
Financial Sector,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,-0.01477613
Economy & Growth,Changes in inventories (current US$),NE.GDI.STKB.CD,-0.014837698
Financial Sector,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.014870543
Health,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,-0.014900287
Private Sector,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,-0.014901554
Environment,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,-0.014917292
Private Sector,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,-0.014918697
Gender,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,-0.014932849
Economy & Growth,Changes in inventories (current LCU),NE.GDI.STKB.CN,-0.014937106
Economy & Growth,Gross national expenditure (constant 2015 US$),NE.DAB.TOTL.KD,-0.014954857
Social Development,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,-0.014969629
Private Sector,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,-0.014970049
Health,Number of stillbirths,SH.DTH.STLB,-0.014987773
Environment,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,-0.015051698
Health,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,-0.015069666
Social Development,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,-0.015130896
Gender,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,-0.015370636
Financial Sector,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-0.015495996
Private Sector,"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,-0.015616982
Economy & Growth,Final consumption expenditure (constant 2015 US$),NE.CON.TOTL.KD,-0.01570263
Gender,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,-0.015737887
Climate Change,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,-0.015744836
Aid Effectiveness,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,-0.015765772
Aid Effectiveness,Income share held by lowest 20%,SI.DST.FRST.20,-0.015810569
Financial Sector,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,-0.015866891
Gender,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,-0.015881181
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC.DAC.SWEL.CD,-0.015922903
Economy & Growth,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,-0.015957184
Environment,"Fish species, threatened",EN.FSH.THRD.NO,-0.016053304
Gender,"Population ages 05-09, male",SP.POP.0509.MA,-0.016101686
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,-0.016108881
Gender,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,-0.016129663
Gender,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,-0.016227133
Health,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,-0.01628747
Environment,Forest area (% of land area),AG.LND.FRST.ZS,-0.016310229
Health,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,-0.016336311
Private Sector,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,-0.01646293
Public Sector,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,-0.016489677
Economy & Growth,Changes in inventories (constant LCU),NE.GDI.STKB.KN,-0.016493462
Private Sector,"Tariff rate, applied, weighted mean, primary products (%)",TM.TAX.TCOM.WM.AR.ZS,-0.0165705
Gender,"Age population, age 13, male, interpolated",SP.POP.AG13.MA.IN,-0.016635803
Environment,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,-0.016672368
Social Development,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,-0.016729891
Health,Pregnant women receiving prenatal care of at least four visits (% of pregnant women),SH.STA.ANV4.ZS,-0.016778735
Gender,"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,-0.01689711
Economy & Growth,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,-0.017021411
Education,"Trained teachers in preprimary education, female (% of female teachers)",SE.PRE.TCAQ.FE.ZS,-0.017026037
Energy & Mining,Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,-0.017052632
Private Sector,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS,-0.017079751
Education,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,-0.017103965
Health,"Number of deaths ages 15-19 years, male",SH.DTH.1519.MA,-0.017170908
Health,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,-0.017316828
Private Sector,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,-0.017420818
Health,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,-0.017439544
Social Development,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,-0.0174551
Infrastructure,Fixed telephone subscriptions,IT.MLT.MAIN,-0.017494522
Environment,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,-0.017577978
Private Sector,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,-0.017590119
Gender,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,-0.017605755
Public Sector,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",VC.IDP.NWCV,-0.017717919
Financial Sector,Broad money (current LCU),FM.LBL.BMNY.CN,-0.01771831
Education,Children out of school (% of primary school age),SE.PRM.UNER.ZS,-0.01776443
Health,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,-0.017809319
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD,-0.017826922
Public Sector,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,-0.017860929
Private Sector,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,-0.017978762
Health,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3,-0.017995048
Private Sector,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,-0.018050798
Gender,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,-0.018094798
Private Sector,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,-0.01840216
Gender,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,-0.018468574
Economy & Growth,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,-0.018491629
Private Sector,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,-0.018580508
Private Sector,Time required to register property (days),IC.PRP.DURS,-0.018845367
Education,"School enrollment, primary (% net)",SE.PRM.NENR,-0.018869619
Health,"Condom use at last high-risk sex, adult male (% ages 15-49)",SH.CON.AIDS.MA.ZS,-0.018947275
Gender,"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,-0.019002693
Private Sector,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,-0.019014618
Agriculture & Rural Development,Rural population,SP.RUR.TOTL,-0.019201424
Economy & Growth,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,-0.019389939
Education,"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS,-0.019413191
Health,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,-0.019525592
Education,Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS,-0.019653731
Private Sector,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,-0.019703707
Education,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,-0.019826093
Economy & Growth,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-0.019841533
Infrastructure,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,-0.019853948
Public Sector,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,-0.019879052
Infrastructure,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,-0.019968806
Social Development,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,-0.019983079
Energy & Mining,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,-0.020120998
Environment,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,-0.020186733
