,Category,Series Name,Series Code
1246,Gender,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS
1247,Social Development,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM
1248,Financial Sector,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD
1249,Energy & Mining,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN
1250,Financial Sector,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5
1251,Public Sector,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS
1252,Education,Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS
1253,Financial Sector,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS
1254,Private Sector,Average time to clear exports through customs (days),IC.CUS.DURS.EX
1255,Infrastructure,Fixed broadband subscriptions,IT.NET.BBND
1256,Economy & Growth,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS
1257,Social Development,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS
1258,Gender,"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN
1259,Public Sector,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER
1260,Gender,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE
1261,Environment,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE
1262,Economy & Growth,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS
1263,Gender,"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN
1264,Financial Sector,Consumer price index (2010 = 100),FP.CPI.TOTL
1265,Economy & Growth,"Reserves and related items (BoP, current US$)",BN.RES.INCL.CD
1266,Social Development,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM
1267,Environment,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS
1268,Private Sector,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS
1269,Economy & Growth,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD
1270,Private Sector,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS
1271,Health,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
1272,Social Development,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),per_sa_allsa.ben_q1_tot
1273,Social Development,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS
1274,Private Sector,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),LP.LPI.LOGS.XQ
1275,Environment,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS
1276,Health,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB
1277,Social Development,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
1278,Environment,Average precipitation in depth (mm per year),AG.LND.PRCP.MM
1279,Economy & Growth,"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD
1280,Social Development,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),per_allsp.ben_q1_tot
1281,Economy & Growth,Gross savings (% of GDP),NY.GNS.ICTR.ZS
1282,Education,Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14,SE.ENR.ORPH
1283,Education,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS
1284,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD
1285,Private Sector,Time to resolve insolvency (years),IC.ISV.DURS
1286,Health,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS
1287,Health,UHC service coverage index,SH.UHC.SRVS.CV.XD
1288,Gender,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS
1289,Private Sector,Firms that do not report all sales for tax purposes (% of firms),IC.FRM.INFM.ZS
1290,Private Sector,"Lead time to export, median case (days)",LP.EXP.DURS.MD
1291,Private Sector,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS
1292,Education,"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS
1293,Public Sector,Regulatory Quality: Percentile Rank,RQ.PER.RNK
1294,Gender,"Population ages 00-04, male",SP.POP.0004.MA
1295,Public Sector,Regulatory Quality: Estimate,RQ.EST
1296,Gender,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS
1297,Economy & Growth,Net secondary income (Net current transfers from abroad) (current US$),NY.TRF.NCTR.CD
1298,Gender,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE
1299,External Debt,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD
1300,Education,"Primary education, duration (years)",SE.PRM.DURS
1301,Gender,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE
1302,Social Development,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),per_si_allsi.ben_q1_tot
1303,Gender,"Age population, age 18, male, interpolated",SP.POP.AG18.MA.IN
1304,Environment,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
1305,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD
1306,Health,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS
1307,Gender,"Age population, age 09, female, interpolated",SP.POP.AG09.FE.IN
1308,Public Sector,"Armed forces personnel, total",MS.MIL.TOTL.P1
1309,Private Sector,Time to prepare and pay taxes (hours),IC.TAX.DURS
1310,External Debt,"Net financial flows, IBRD (NFL, current US$)",DT.NFL.MIBR.CD
1311,Private Sector,Tax payments (number),IC.TAX.PAYM
1312,Gender,"Population ages 50-54, female",SP.POP.5054.FE
1313,Financial Sector,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS
1314,Private Sector,Time required to start a business (days),IC.REG.DURS
1315,Gender,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA
1316,Gender,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS
1317,Health,Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS
1318,Agriculture & Rural Development,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD
1319,Climate Change,Population growth (annual %),SP.POP.GROW
1320,Agriculture & Rural Development,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD
1321,Financial Sector,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5
1322,Economy & Growth,Changes in inventories (current US$),NE.GDI.STKB.CD
1323,Financial Sector,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS
1324,Health,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5
1325,Private Sector,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD
1326,Environment,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS
1327,Private Sector,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS
1328,Gender,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS
1329,Economy & Growth,Changes in inventories (current LCU),NE.GDI.STKB.CN
1330,Economy & Growth,Gross national expenditure (constant 2015 US$),NE.DAB.TOTL.KD
1331,Social Development,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS
1332,Private Sector,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS
1333,Health,Number of stillbirths,SH.DTH.STLB
1334,Environment,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD
1335,Health,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS
1336,Social Development,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS
1337,Gender,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS
1338,Financial Sector,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD
1339,Private Sector,"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS
1340,Economy & Growth,Final consumption expenditure (constant 2015 US$),NE.CON.TOTL.KD
1341,Gender,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS
1342,Climate Change,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY
1343,Aid Effectiveness,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD
1344,Aid Effectiveness,Income share held by lowest 20%,SI.DST.FRST.20
1345,Financial Sector,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS
1346,Gender,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS
1347,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC.DAC.SWEL.CD
1348,Economy & Growth,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD
1349,Environment,"Fish species, threatened",EN.FSH.THRD.NO
1350,Gender,"Population ages 05-09, male",SP.POP.0509.MA
1351,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD
1352,Gender,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS
1353,Gender,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS
1354,Health,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y
1355,Environment,Forest area (% of land area),AG.LND.FRST.ZS
1356,Health,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS
1357,Private Sector,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS
1358,Public Sector,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD
1359,Economy & Growth,Changes in inventories (constant LCU),NE.GDI.STKB.KN
1360,Private Sector,"Tariff rate, applied, weighted mean, primary products (%)",TM.TAX.TCOM.WM.AR.ZS
1361,Gender,"Age population, age 13, male, interpolated",SP.POP.AG13.MA.IN
1362,Environment,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS
1363,Social Development,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS
1364,Health,Pregnant women receiving prenatal care of at least four visits (% of pregnant women),SH.STA.ANV4.ZS
1365,Gender,"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS
1366,Economy & Growth,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS
1367,Education,"Trained teachers in preprimary education, female (% of female teachers)",SE.PRE.TCAQ.FE.ZS
1368,Energy & Mining,Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS
1369,Private Sector,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS
1370,Education,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS
1371,Health,"Number of deaths ages 15-19 years, male",SH.DTH.1519.MA
1372,Health,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS
1373,Private Sector,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS
1374,Health,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5
1375,Social Development,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS
1376,Infrastructure,Fixed telephone subscriptions,IT.MLT.MAIN
1377,Environment,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS
1378,Private Sector,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS
1379,Gender,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS
1380,Public Sector,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",VC.IDP.NWCV
1381,Financial Sector,Broad money (current LCU),FM.LBL.BMNY.CN
1382,Education,Children out of school (% of primary school age),SE.PRM.UNER.ZS
1383,Health,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3
1384,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD
1385,Public Sector,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ
1386,Private Sector,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT
1387,Health,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3
1388,Private Sector,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS
1389,Gender,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS
1390,Private Sector,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN
1391,Gender,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA
1392,Economy & Growth,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD
1393,Private Sector,Commercial service imports (current US$),TM.VAL.SERV.CD.WT
1394,Private Sector,Time required to register property (days),IC.PRP.DURS
1395,Education,"School enrollment, primary (% net)",SE.PRM.NENR
1396,Health,"Condom use at last high-risk sex, adult male (% ages 15-49)",SH.CON.AIDS.MA.ZS
1397,Gender,"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN
1398,Private Sector,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS
1399,Agriculture & Rural Development,Rural population,SP.RUR.TOTL
1400,Economy & Growth,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD
1401,Education,"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS
1402,Health,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS
1403,Education,Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS
1404,Private Sector,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS
1405,Education,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS
1406,Economy & Growth,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG
1407,Infrastructure,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6
1408,Public Sector,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ
1409,Infrastructure,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2
1410,Social Development,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS
1411,Energy & Mining,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
1412,Environment,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS
1413,Education,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS
1414,Environment,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG
1415,Aid Effectiveness,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD
1416,Health,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT
1417,Gender,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS
1418,Private Sector,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS
1419,Education,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS
1420,Health,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG
1421,Social Development,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS
1422,Aid Effectiveness,Net official development assistance received (constant 2020 US$),DT.ODA.ODAT.KD
1423,Agriculture & Rural Development,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS
1424,Gender,Firms with female top manager (% of firms),IC.FRM.FEMM.ZS
1425,Infrastructure,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD
1426,Private Sector,Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS
1427,Environment,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS
1428,Environment,Surface area (sq. km),AG.SRF.TOTL.K2
1429,Private Sector,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN
1430,Private Sector,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS
1431,Aid Effectiveness,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD
1432,Social Development,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS
1433,Public Sector,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS
1434,Financial Sector,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS
1435,Aid Effectiveness,"Net bilateral aid flows from DAC donors, New Zealand (current US$)",DC.DAC.NZLL.CD
1436,Environment,CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS
1437,Environment,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS
1438,Health,"International migrant stock, total",SM.POP.TOTL
1439,Environment,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC
1440,Public Sector,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ
1441,Public Sector,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),IQ.SPI.PIL2
1442,Financial Sector,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3
1443,Economy & Growth,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD
1444,Poverty,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",SI.POV.MDIM.17
1445,Health,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS
1446,Aid Effectiveness,"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD
1447,Environment,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS
1448,Social Development,"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS
1449,Environment,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS
1450,Private Sector,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS
1451,Gender,"Age population, age 12, male, interpolated",SP.POP.AG12.MA.IN
1452,Financial Sector,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS
1453,Environment,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT
1454,Climate Change,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ
1455,Gender,Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.LD.MA
1456,Private Sector,Firms visited or required meetings with tax officials (% of firms),IC.FRM.METG.ZS
1457,Education,Trained teachers in secondary education (% of total teachers),SE.SEC.TCAQ.ZS
1458,Public Sector,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ
1459,Gender,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS
1460,Economy & Growth,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD
1461,Agriculture & Rural Development,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD
1462,Health,"Population ages 0-14, female",SP.POP.0014.FE.IN
1463,Gender,"Population ages 00-14, total",SP.POP.0014.TO
1464,Gender,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS
1465,Education,"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS
1466,Gender,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS
1467,Environment,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS
1468,Environment,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS
1469,Aid Effectiveness,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD
1470,Public Sector,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ
1471,Private Sector,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS
1472,Health,"Probability of dying among adolescents ages 10-19 years (per 1,000)",SH.DYN.1019
1473,Private Sector,"Time required to start a business, male (days)",IC.REG.DURS.MA
1474,Agriculture & Rural Development,"Agricultural machinery, tractors",AG.AGR.TRAC.NO
1475,Gender,Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.LD.FE
1476,Health,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD
1477,Poverty,"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE
1478,Gender,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN
1479,Social Development,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS
1480,Health,"Number of deaths ages 10-14 years, female",SH.DTH.1014.FE
1481,Agriculture & Rural Development,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS
1482,Aid Effectiveness,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD
1483,Private Sector,Firms competing against unregistered firms (% of firms),IC.FRM.CMPU.ZS
1484,Gender,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS
1485,Health,"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS
1486,Private Sector,"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA
1487,Science & Technology,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
1488,Private Sector,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN
1489,Private Sector,"Time to export, border compliance (hours)",IC.EXP.TMBC
1490,Gender,"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN
1491,Environment,Land area (sq. km),AG.LND.TOTL.K2
1492,Private Sector,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS
1493,Infrastructure,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN
1494,Environment,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS
1495,Social Development,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS
1496,Health,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS
1497,Aid Effectiveness,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD
1498,Environment,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS
1499,Private Sector,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS
1500,Gender,"Population ages 00-04, female",SP.POP.0004.FE
1501,Economy & Growth,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS
1502,Poverty,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM
1503,Public Sector,Net investment in nonfinancial assets (current LCU),GC.NFN.TOTL.CN
1504,Gender,"Age population, age 19, female, interpolated",SP.POP.AG19.FE.IN
1505,Private Sector,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD
1506,Gender,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS
1507,Health,Refugee population by country or territory of asylum,SM.POP.REFG
1508,Education,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
1509,Health,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
1510,Private Sector,New businesses registered (number),IC.BUS.NREG
1511,Health,Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS
1512,Private Sector,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS
1513,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD
1514,Financial Sector,Real effective exchange rate index (2010 = 100),PX.REX.REER
1515,Environment,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT
1516,Energy & Mining,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS
1517,Aid Effectiveness,Net official aid received (current US$),DT.ODA.OATL.CD
1518,Public Sector,Rule of Law: Number of Sources,RL.NO.SRC
1519,Urban Development,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS
1520,Health,Low-birthweight babies (% of births),SH.STA.BRTW.ZS
1521,Private Sector,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS
1522,Health,"Probability of dying among adolescents ages 10-19 years, male (per 1,000)",SH.DYN.1019.MA
1523,Gender,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS
1524,Public Sector,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN
1525,Infrastructure,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2
1526,Gender,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS
1527,Private Sector,High-technology exports (current US$),TX.VAL.TECH.CD
1528,External Debt,"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD
1529,Economy & Growth,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD
1530,Environment,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS
1531,Social Development,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS
1532,Economy & Growth,GNI per capita (constant LCU),NY.GNP.PCAP.KN
1533,Health,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK
1534,Poverty,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS
1535,Private Sector,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS
1536,Social Development,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS
1537,Environment,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD
1538,Environment,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS
1539,Public Sector,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5
1540,Financial Sector,Total reserves in months of imports,FI.RES.TOTL.MO
1541,Environment,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS
1542,Aid Effectiveness,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD
1543,Economy & Growth,Households and NPISHs Final consumption expenditure (constant 2015 US$),NE.CON.PRVT.KD
1544,Economy & Growth,Gross domestic savings (current US$),NY.GDS.TOTL.CD
1545,Urban Development,Population in urban agglomerations of more than 1 million,EN.URB.MCTY
1546,Financial Sector,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS
1547,Private Sector,Firms using banks to finance working capital (% of firms),IC.FRM.BKWC.ZS
1548,Economy & Growth,Net secondary income (Net current transfers from abroad) (current LCU),NY.TRF.NCTR.CN
1549,Public Sector,Grants and other revenue (% of revenue),GC.REV.GOTR.ZS
1550,Gender,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS
1551,Gender,"Population ages 05-09, female",SP.POP.0509.FE
1552,Gender,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS
1553,Public Sector,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL
